Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
9b6e112e-7b9f-5566-0ff2-9dbf42c5c8e9,1968-01-11,,999-95-3525,S99949920,X25492909X,Mrs.,Dominique369,Pok428,Nitzsche158,,Wuckert783,M,black,nonhispanic,F,Lyon  Auvergne-Rhone-Alpes  FR,213 Graham Lodge,Worcester,Massachusetts,Worcester County,25027,01609,42.31689373625729,-71.82162105283085,614548.37,318068.26,45163
0e44b20c-c423-0832-23c3-5ba130db8a24,2015-11-30,,999-55-5549,,,,Kasey569,,Terry864,,,,white,nonhispanic,M,Brockton  Massachusetts  US,993 Zboncak Frontage road Unit 24,Plymouth,Massachusetts,Plymouth County,25023,02360,41.85094975665141,-70.65758525532168,14880.24,12905.12,184430
89088b5e-6309-3d7c-bf65-34eb05394897,2006-03-14,,999-75-7504,S99911602,X69356477X,Ms.,Kaylene27,Caryn49,Hickle134,,,,white,nonhispanic,F,Boston  Massachusetts  US,930 Yost Forge Unit 87,West Springfield,Massachusetts,Hampden County,25013,01089,42.17374044778816,-72.62176721358824,46374.53,2062.67,77460
797b7a95-7a2a-895a-cb88-556168a0aa42,1957-01-16,,999-79-3595,S99975153,X35906154X,Mrs.,Eldora89,Jann271,Collier206,,Luettgen772,D,white,nonhispanic,F,Leicester  Massachusetts  US,146 Hettinger Gate Suite 22,Spencer,Massachusetts,Worcester County,25027,01562,42.278646092041505,-71.96557127248957,199704.58,727507.72,166967
6eb989cf-c518-3972-4285-991a17796fd2,2006-04-08,,999-33-9342,S99926705,X78643489X,Mr.,Harold594,Jerrold404,Hilll811,,,,white,nonhispanic,M,White Island Shores  Massachusetts  US,155 Rowe Terrace Apt 18,Lawrence,Massachusetts,Essex County,25009,01843,42.721200695604196,-71.13526860663,3491.96,55448.90,19760
f20bbc23-7366-b527-53ad-d37b78c98d38,1966-07-03,,999-23-9940,S99964763,X58529573X,Mrs.,Shirley182,Nikole56,Jones311,,Christiansen251,M,white,nonhispanic,F,Fall River  Massachusetts  US,194 Kirlin Ferry,Milford,Massachusetts,Worcester County,25027,01757,42.161660955222196,-71.55373009674567,313009.57,1434140.62,28516
6f4c217c-c872-520a-57e3-7233474fcf5f,2005-11-20,,999-60-2606,S99913092,X85424031X,Mr.,Luke971,Troy560,Green467,,,,white,nonhispanic,M,Boston  Massachusetts  US,360 Prosacco Approach Apt 49,Boylston,Massachusetts,Worcester County,,00000,42.32695108067966,-71.72028632148006,81446.64,595685.90,782067
60bdf9cb-5dac-7e95-455c-d9f3b6b2dbc9,1932-06-17,2017-12-16,999-14-4505,S99911581,X14057945X,Mrs.,Gayle448,Eneida722,Ferry570,,Stiedemann542,M,white,nonhispanic,F,Springfield  Massachusetts  US,861 Herzog Branch,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.9532574736333,-71.01735157218958,986682.84,518557.18,40619
6a9fd9a9-556f-a1c8-ce10-d289b220ac51,1995-06-22,,999-69-9639,S99967748,X41688171X,Mrs.,Manuela585,Cristy798,Buckridge80,,Morissette863,M,white,nonhispanic,F,Worcester  Massachusetts  US,410 Shields Byway,Beverly,Massachusetts,Essex County,25009,01915,42.60251188996323,-70.80268245155452,119398.42,725571.53,32137
fc067774-bf3d-9574-84c1-57799c3815f6,1931-04-10,,999-31-1047,S99912307,X67277186X,Mr.,Phillip440,,Krajcik437,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,906 Nitzsche Fort Unit 48,Lynn,Massachusetts,Essex County,25009,01907,42.46423422583277,-70.90381077364141,36671.39,1209353.96,8494
7332f87b-a48d-a451-6113-2f976cc79971,1963-01-13,,999-40-2526,S99978133,X79771745X,Mrs.,Lorette239,Lida218,Auer97,,Oberbrunner298,M,white,nonhispanic,F,Chelmsford  Massachusetts  US,838 Durgan Arcade Unit 7,Worcester,Massachusetts,Worcester County,25027,01583,42.24246970680921,-71.84731063333962,19489.34,1279412.11,12367
abce76ef-e702-fe32-0e28-3520c904310a,2004-10-04,,999-20-1610,S99927785,X2256843X,Mr.,Hobert364,,Wyman904,,,,white,nonhispanic,M,Boston  Massachusetts  US,963 Willms Skyway Suite 48,Milford,Massachusetts,Worcester County,25027,01757,42.17250553953286,-71.54602741284374,51953.24,8592.56,196542
c899f7f9-2877-5a29-4e2c-972435495589,2006-12-14,,999-86-2342,S99911821,,Ms.,Nathalie366,Tomi599,Schultz619,,,,black,nonhispanic,F,Tyngsborough  Massachusetts  US,359 Gibson Trail Apt 16,Boston,Massachusetts,Suffolk County,25025,02129,42.401266678084525,-71.05036740896699,46326.71,76168.31,97673
9ba27cca-d2c4-c01d-51a2-5c80bfc2654d,1962-05-24,,999-44-5945,S99944858,X53915955X,Ms.,Coretta598,Tova870,Hauck852,,,S,white,nonhispanic,F,Westfield  Massachusetts  US,464 Littel Trail Apt 95,Boston,Massachusetts,Suffolk County,25017,02467,42.28798867496377,-71.08324369559816,449283.93,963366.52,292887
d55c4f5f-cc51-6465-cd83-0e2fc70d4b8f,1963-07-20,2016-10-10,999-46-4103,S99933555,X51476403X,Ms.,Margurite588,Kristeen693,Hand679,,,S,white,hispanic,F,Tewksbury  Massachusetts  US,342 Erdman Divide Unit 72,Springfield,Massachusetts,Hampden County,25013,01108,42.169616079170076,-72.55248796104068,33897.45,4469237.86,22574
f2ede26c-f183-ecd8-99b3-3c307f69c66e,2004-10-18,,999-54-7070,S99991246,X20584306X,Mr.,Jess275,Sidney996,Zemlak964,,,,white,nonhispanic,M,Norwood  Massachusetts  US,906 Block Mill Unit 72,Brewster,Massachusetts,Barnstable County,25001,02631,41.71457161197774,-70.06936275814718,62775.08,8377.17,47359
f8fe5032-18eb-e376-2cda-cba11a7d2b48,1932-06-17,2017-06-22,999-66-9839,S99932836,X57241219X,Mrs.,Clair921,,Yundt842,,Stiedemann542,M,white,nonhispanic,F,Framingham  Massachusetts  US,118 Corkery Underpass Unit 15,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01805446218529,-71.02461004790307,609207.38,900226.68,40619
e8db0dab-ed4f-ac12-da53-2a0fcd842c73,1952-06-13,,999-40-8175,S99979978,X62440871X,Mr.,Silas208,,Dietrich576,,,M,white,nonhispanic,M,Boston  Massachusetts  US,765 Glover Junction Apt 60,Boston,Massachusetts,Suffolk County,25025,02215,42.33791573026592,-71.15700274912066,27043.54,656429.71,9158
241585e2-5aa5-c06c-137b-4c57c387d2fb,1990-07-19,,999-57-9305,S99920107,X88714201X,Mrs.,Diana207,Catalina187,Moreno82,,Naranjo39,M,white,hispanic,F,San Jose  San Jose  CR,895 Cassin Dam Apt 73,Winchendon,Massachusetts,Worcester County,25027,01475,42.61907140949967,-72.1046188140347,169203.33,703774.12,29223
4db951ad-45bd-7032-3ce6-0e9e2fe93b75,2003-04-02,,999-36-1917,S99912711,X26414967X,Ms.,Henrietta324,Starr864,Hauck852,,,,white,nonhispanic,F,Wrentham  Massachusetts  US,548 Predovic Light Apt 91,Salisbury,Massachusetts,Essex County,25009,01952,42.8724265678396,-70.87107389765636,9023.99,878917.66,10739
d9a2c47e-1069-3665-c74d-640607f60c46,1963-07-20,,999-97-6615,S99921449,X17570568X,Mrs.,Myrl830,Magan944,Medhurst46,,Hills818,M,white,hispanic,F,West Boylston  Massachusetts  US,258 Rohan Trailer Apt 76,Springfield,Massachusetts,Hampden County,25013,01106,42.084075083126045,-72.56327532474803,32158.17,1905806.58,22574
ed634bea-a0ab-e3f0-8d4a-24b5ddaffc62,2011-05-07,,999-90-5194,,,,Irena775,,Wiza601,,,,white,nonhispanic,F,Brockton  Massachusetts  US,366 Senger Terrace Apt 89,Everett,Massachusetts,Middlesex County,25017,02148,42.427554512190156,-71.09227350379996,2809.14,45701.73,4211
bb3c3f07-75bb-3026-51ae-1bc1aa54fc37,2005-04-11,,999-88-9562,S99968476,X21108823X,Ms.,Gayle448,Tia76,Welch179,,,,white,nonhispanic,F,Sharon  Massachusetts  US,546 Goodwin Viaduct Suite 4,Amherst,Massachusetts,Hampshire County,,00000,42.402012138084544,-72.50296372107866,5144.64,58439.90,10574
e3f1ad49-403b-0978-6f59-1fa5fade4810,1993-01-21,,999-88-8568,S99917335,X62413954X,Ms.,Isabel214,Guadalupe206,Quintero729,,,S,white,hispanic,F,Ponce  Puerto Rico  PR,668 Bahringer Extension,Boston,Massachusetts,Suffolk County,25025,02118,42.33817301908441,-71.19542393880924,157497.16,285517.44,85157
08644617-1afc-9e25-78d0-d7314f7e8284,1959-01-08,,999-31-5538,S99993090,X79145951X,Mr.,Margarito178,Nicolas769,Padberg411,,,M,white,nonhispanic,M,Duxbury  Massachusetts  US,997 Walker Viaduct Apt 82,Granby,Massachusetts,Hampshire County,25015,01033,42.228605100346236,-72.51273188982204,75305.62,514492.75,56934
28617cac-c1ee-9151-f541-a01bf18faf5c,1963-12-25,,999-49-7320,S99952931,X82468680X,Mr.,Omer483,,Mitchell808,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,662 Halvorson Village,Harvard,Massachusetts,Worcester County,,00000,42.46401030168456,-71.5762452247385,178572.49,96691.17,187650
9142c05e-a9b5-beee-b8a9-23395905fe8f,1932-06-17,2016-10-21,999-82-6827,S99977323,X23821551X,Ms.,Gabriella773,,Wuckert783,,,S,white,nonhispanic,F,Quincy  Massachusetts  US,867 Botsford Trail Apt 92,Bridgewater,Massachusetts,Plymouth County,25023,02324,41.92954429005093,-71.00686804471506,951102.35,445379.54,40619
8d5f0faf-e6a0-162e-250e-ed793b5a0a7b,1948-11-19,,999-69-8584,S99982052,X16919334X,Mr.,Juan88,Nicolás801,Navarro863,,,M,white,hispanic,M,Caguas  Puerto Rico  PR,517 King Estate,Boston,Massachusetts,Suffolk County,25025,02124,42.24088711879665,-71.04184136499146,270271.65,754139.64,132911
423bd608-ec87-8d4c-0d2e-2e2f8e581eb5,1959-05-18,,999-70-2496,S99922409,X16208726X,Mr.,Jarrod316,Grover559,Nicolas769,,,M,white,nonhispanic,M,West Wareham  Massachusetts  US,1077 Pollich Crossroad Unit 75,Framingham,Massachusetts,Middlesex County,25017,01702,42.2367550902513,-71.40954078077723,395921.73,462997.20,42915
84943b95-9ea3-2084-6843-d9beeb9f25bd,1953-08-27,,999-39-1951,S99946977,X21271264X,Mrs.,Leatha675,Christia477,Larkin917,,Simonis280,M,white,nonhispanic,F,Watertown  Massachusetts  US,277 Murray Trailer Apt 95,Amherst Center,Massachusetts,Hampshire County,,00000,42.38418845203161,-72.48876407207665,764050.14,163611.88,65094
1ff6198d-e0c3-67f1-68af-e515a0388469,2001-11-03,,999-14-5534,S99945583,X19585845X,Ms.,Roseline981,,Johnson679,,,,white,nonhispanic,F,Blackstone  Massachusetts  US,192 Hermiston Port Suite 75,Stoneham,Massachusetts,Middlesex County,25017,02180,42.51065642343889,-71.13399761297413,101008.86,123561.24,179058
aae1107c-3cfa-1383-f639-edd799b05429,1972-10-02,,999-15-2666,S99936561,X19506484X,Mr.,Santos184,Bernardo699,Daugherty69,,,W,white,nonhispanic,M,Berlin  Berlin  DE,1048 Hagenes Park Unit 64,Taunton,Massachusetts,Bristol County,25005,02767,41.83117611178853,-70.98597382157266,21728.97,1058149.53,12290
cbfc3fff-47b0-9a2f-a194-e631a203a7fc,1996-10-03,,999-24-7317,S99944067,X83013885X,Mrs.,Clair921,Ivy932,Hoppe518,,Gleason633,M,black,nonhispanic,F,Sherborn  Massachusetts  US,149 Corwin Trace,Milton,Massachusetts,Norfolk County,25021,02186,42.22654292535647,-71.0370061295992,145552.46,1027765.05,637844
8471aaf0-2034-20b9-c963-1114750f514d,1984-11-16,2016-11-26,999-60-2428,S99966859,X26765792X,Mr.,Alan320,Deangelo7,Greenholt190,,,S,black,nonhispanic,M,Milton  Massachusetts  US,301 Stamm Crossing Suite 37,Arlington,Massachusetts,Middlesex County,25017,02476,42.46496114838739,-71.12377315212554,108336.06,17797.68,121218
10522abc-36c5-a30b-592c-81a31f64007b,1932-06-17,,999-71-1958,S99914769,X79777579X,Mrs.,Kendall673,Audie868,Schulist381,,Mayert710,M,white,nonhispanic,F,Orleans  Massachusetts  US,222 Kassulke Gate Suite 43,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.008145057240974,-70.95469120673606,1331861.00,1552624.94,40619
23d3c273-114f-ccb9-5a58-cd9e8081994a,1972-09-03,,999-15-3019,S99966850,X6137237X,Ms.,Hortensia953,,Ziemann98,,,S,white,nonhispanic,F,Boston  Massachusetts  US,229 Hayes Lodge Apt 43,Scituate,Massachusetts,Plymouth County,25023,02066,42.21246735459694,-70.75199220255813,308314.31,1011708.35,381617
e2f16262-fd3b-42c2-b3c5-8bb2ec82ea3f,1984-11-16,,999-97-3548,S99928704,X85523328X,Mr.,Boyce638,Nathan164,Turner526,,,M,black,nonhispanic,M,Dracut  Massachusetts  US,177 Mayert Lane Apt 82,Arlington,Massachusetts,Middlesex County,25017,02474,42.42803663990858,-71.15838343307097,110295.27,13070.21,121218
788c9770-a6f1-5000-d49c-eb3fd9b76ba3,1998-03-09,2022-08-20,999-75-7982,S99948112,X10178272X,Ms.,Claudine313,Celina578,Stamm704,,,,white,nonhispanic,F,Lynn  Massachusetts  US,1083 Howell Pathway,Rockport,Massachusetts,Essex County,25009,01966,42.69541457381997,-70.56108363956362,96379.05,110997.32,95459
ec45b336-ec93-8fa9-d0b3-c5ee3d15bd15,1952-05-28,,999-24-6202,S99971592,X37438685X,Mrs.,Lina528,Patti584,Bauch723,,Kilback373,D,white,nonhispanic,F,Beverly  Massachusetts  US,434 Lockman Promenade Apt 4,Saugus,Massachusetts,Essex County,25009,01906,42.49929565615733,-71.00350773867456,283437.20,40110.51,49938
9fff42b2-10a0-7008-2035-8c4a55cf3ed5,1998-03-09,,999-73-1591,S99953736,X4456976X,Mrs.,Magda24,Mika226,Schoen8,,Johns824,M,white,nonhispanic,F,Wellesley  Massachusetts  US,1092 Murray Village,Rockport,Massachusetts,Essex County,25009,01966,42.59907487463491,-70.58076312595955,85175.01,582029.51,95459
4e71cdb6-aafa-64ff-4d48-205826ef8c38,1987-10-21,,999-11-4242,S99961912,X4456252X,Mr.,Neil122,Ezekiel373,Jast432,,,M,white,nonhispanic,M,Pepperell  Massachusetts  US,658 Runolfsson Haven Suite 93,Worcester,Massachusetts,Worcester County,25027,01602,42.27132825442432,-71.69473109790395,13712.93,200359.15,19015
d4c3dcc5-1c61-c45d-78b5-38bea7616d2d,1989-07-20,,999-87-2187,S99956173,X64201733X,Mr.,Eliseo499,Roman389,Will178,,,S,white,nonhispanic,M,Stoneham  Massachusetts  US,131 Auer Skyway Apt 35,Salem,Massachusetts,Essex County,25009,01907,42.42689496694295,-70.91089316816407,312575.37,296724.84,92105
2a4a7ec0-193c-1784-a67b-a6e460a07066,1975-03-08,,999-91-7752,S99938166,X61419900X,Mr.,Emil691,,O'Kon634,,,W,white,nonhispanic,M,Worcester  Massachusetts  US,695 Ledner Esplanade,Quincy,Massachusetts,Norfolk County,25021,02169,42.301651890111614,-70.96402627317613,138704.25,14120.43,42641
c484806b-5173-ab6d-e876-d2646e5b4df0,2019-07-24,,999-80-9269,,,,Rosalia943,Nell215,Stracke611,,,,white,nonhispanic,F,Boston  Massachusetts  US,1006 Huels Key,East Falmouth,Massachusetts,Barnstable County,25001,02536,41.62573838107822,-70.54853481081517,20512.30,216.89,125853
5d786d28-ef2a-b02c-9951-283aa1c44d26,2016-01-03,,999-83-3725,,,,Lolita963,Vena594,Schimmel440,,,,white,nonhispanic,F,Rehoboth  Massachusetts  US,650 Morar Lane,Chicopee,Massachusetts,Hampden County,25013,01022,42.17886654991352,-72.55128031221352,1395.86,16428.85,20086
08383d11-0277-0b86-d395-7ca3c567e872,1931-07-21,1998-07-24,999-25-5954,S99954973,X25249635X,Mr.,Antonio44,José Emilio366,Briones478,,,M,black,nonhispanic,M,Portsmouth  Saint John Parish  DM,955 Lynch Meadow,Boston,Massachusetts,Suffolk County,25025,02130,42.318932211971585,-71.08983395615095,155185.36,1805376.92,68905
54123531-b002-bc26-e2c5-56d45e929747,1979-12-13,,999-28-6694,S99994794,X26428257X,Mrs.,Merri201,Katina266,Mayer370,,Stiedemann542,M,black,nonhispanic,F,Boston  Massachusetts  US,956 Lockman Haven,Randolph,Massachusetts,Norfolk County,25021,02368,42.15559898184342,-71.0685012846942,164682.25,569414.68,29409
f7726611-fc71-a287-f737-64a68cdc352b,1966-07-02,,999-32-5814,S99980292,X86496728X,Mr.,Anibal473,Jeromy156,Leannon79,,,S,white,nonhispanic,M,Orange  Massachusetts  US,329 Zieme Ferry,Wayland,Massachusetts,Middlesex County,,00000,42.383313004656564,-71.40246333983893,87510.86,121324.62,406308
fc8b3f8a-25b9-7d83-44e8-1408f3726007,1966-09-10,,999-69-5220,S99944888,X49244111X,Mrs.,Vernon254,Kimbery217,Pfeffer420,,Vandervort697,D,black,nonhispanic,F,Boston  Massachusetts  US,114 Hirthe Parade,Danvers,Massachusetts,Essex County,25009,01923,42.54021653088207,-70.95374388360305,865359.88,425193.85,111323
c834c561-9423-788d-c1f1-51c292764db6,1977-07-05,,999-70-2356,S99953838,X75669028X,Mrs.,Kymberly381,,O'Hara248,,Senger904,M,white,hispanic,F,Billerica  Massachusetts  US,599 Howell Hollow Apt 75,Greenfield,Massachusetts,Franklin County,25011,01301,42.63332826546557,-72.57454407835063,413480.65,334433.71,40829
2f002d88-0f70-706f-cf46-e9657d8d232d,2005-07-08,,999-51-9493,S99938225,X42791856X,Mr.,Joesph309,Lionel365,Waelchi213,,,,white,nonhispanic,M,Lawrence  Massachusetts  US,925 Rosenbaum Overpass Unit 28,Newton,Massachusetts,Middlesex County,25017,02461,42.29705773074111,-71.13080535745753,61208.88,5883.57,77717
fb5777f7-167c-a9bb-3959-466c0aad752f,1999-10-05,,999-63-9996,S99994718,X41252377X,Ms.,Rose199,Pennie519,Lindgren255,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,576 Reichel Forge,Quincy,Massachusetts,Norfolk County,25021,02170,42.25539030536365,-71.10097576237126,60723.65,307505.85,101247
da5e0ebe-88fe-b564-502c-22b82d4208d4,1975-11-30,,999-61-9279,S99974048,X47238502X,Mr.,Yong583,Kristopher775,Balistreri607,,,D,white,hispanic,M,Winchester  Massachusetts  US,975 Bradtke Glen Unit 13,North Attleborough,Massachusetts,Bristol County,,00000,41.95340211422607,-71.33035580340527,111767.98,82548.75,57453
9c536c12-fb94-6fc2-92c0-1f3ce1d00c1b,2001-08-05,,999-95-2054,S99933212,X66939907X,Mr.,Jody426,Elijah719,Kshlerin58,,,,white,nonhispanic,M,Southbridge  Massachusetts  US,334 Little Way Suite 23,Billerica,Massachusetts,Middlesex County,,00000,42.602707033223346,-71.27046512124232,70187.45,25174.11,69262
7b2e59e5-e78d-83dd-5d88-dd6f3a2666a6,1931-07-21,,999-54-2922,S99970723,X31628768X,Mr.,Gabriel934,,Jurado563,,,S,black,nonhispanic,M,Caguas  Puerto Rico  PR,487 Abshire Fort,Boston,Massachusetts,Suffolk County,25025,02125,42.307431008772866,-71.16971225759258,310110.71,708139.07,68905
5e2fb87f-e3ef-0743-aa3b-32755debb0a6,2021-02-26,,999-65-1162,,,,Sharla853,Cathie710,Cronin387,,,,white,nonhispanic,F,Stockbridge  Massachusetts  US,1015 Marks Dale,Reading,Massachusetts,Middlesex County,25017,01801,42.550233472978775,-71.12671046598412,39810.40,28837.88,450304
2d1572e1-3b0f-fab2-168d-8af7244b2a98,1926-10-26,,999-18-6922,S99992096,X44566451X,Mrs.,Deane47,Alejandra902,Tremblay80,,Gusikowski974,M,hawaiian,nonhispanic,F,Haverhill  Massachusetts  US,182 Welch Passage,Erving,Massachusetts,Franklin County,,00000,42.593946428491456,-72.4732578764305,1064438.49,359602.71,70812
d6d9af72-a53e-65ab-d3c0-e41344d16b8e,2023-05-13,,999-11-8213,,,,Fredric73,Dewitt635,Barrows492,,,,white,nonhispanic,M,Chicopee  Massachusetts  US,698 Jaskolski Flat,Winchester,Massachusetts,Middlesex County,25017,01890,42.49550430327475,-71.1458146232588,4102.52,2563.70,92972
ece6923b-ac91-caf4-af8c-85f81b28618c,2000-12-17,,999-90-5624,S99922146,X21636650X,Ms.,Elana101,Tristan353,Ortiz186,,,,white,nonhispanic,F,Newton  Massachusetts  US,515 Pfeffer Passage,Winchester,Massachusetts,Middlesex County,25017,01890,42.4028242083705,-71.15233557482803,69788.76,240147.46,450930
b99784b7-7508-f12f-535c-571a83df49e0,1980-11-27,1985-02-17,999-83-9190,,,,Elizebeth108,Sondra191,Gerhold939,,,,white,hispanic,F,Duxbury  Massachusetts  US,625 O'Conner Viaduct,Somerville,Massachusetts,Middlesex County,25017,02143,42.36148850361931,-71.108759972459,21515.76,29281.63,60469
687627fa-790e-7383-a45b-18341a8ba222,1980-11-27,,999-48-9903,S99995436,X60543156X,Mrs.,Dominga527,Detra426,Thompson596,,Bogan287,D,white,hispanic,F,Newburyport  Massachusetts  US,1092 Balistreri Stravenue,Somerville,Massachusetts,Middlesex County,25017,02138,42.432923888933956,-71.04141952528263,264559.98,181816.24,60469
35ec81da-931d-6270-7138-62295848eecc,1965-12-23,,999-72-4710,S99938803,X89771085X,Mr.,Amos720,,Cremin516,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,424 Kozey Park,Quincy,Massachusetts,Norfolk County,25021,02186,42.30805129747965,-71.04429524472279,21082.60,509975.15,9289
6fcaeeba-490e-bd37-5fff-f472653b321f,1984-10-04,,999-99-2224,S99921631,X73056181X,Mrs.,Johnette525,Crystal2,Cummings51,,Gleason633,M,white,nonhispanic,F,Sutton  Massachusetts  US,691 Mertz Estate Suite 71,Worcester,Massachusetts,Worcester County,25027,01607,42.38883663037139,-71.79245386876005,219775.74,450361.41,60970
5d354264-a05d-8964-4e62-cf34d1ff3608,1956-03-29,,999-91-3269,S99982411,X1469320X,Mrs.,María Luisa888,Ana Luisa894,Lemus978,,Cepeda588,M,asian,hispanic,F,Tegucigalpa  Francisco Morazán  HN,805 Orn Rue Unit 75,Malden,Massachusetts,Middlesex County,25017,02155,42.39641140866565,-71.01020217715816,20551.11,1057380.59,18576
b4d6c4ca-4847-33e3-5aa4-233bb7ccc55a,2013-12-29,,999-37-1762,,,,Jenee387,Marinda592,Heidenreich818,,,,white,nonhispanic,F,Tyngsborough  Massachusetts  US,1007 Schultz Haven,Marshfield,Massachusetts,Plymouth County,25023,02050,42.105013944203925,-70.72368060256223,42853.97,11256.29,97187
170f6c4b-bdcd-8948-dbe2-a099978815af,1992-08-30,,999-89-2517,S99961092,X45590150X,Mrs.,Patrick786,Ardelle563,Fritsch593,,Aufderhar910,M,white,nonhispanic,F,Marlborough  Massachusetts  US,408 Crona Mews,Dighton,Massachusetts,Bristol County,,00000,41.8005837035644,-71.19508406484692,9710.00,633568.69,12306
089d361e-9aa0-9d76-8c74-41f5aaa29674,1980-01-08,,999-98-2508,S99941335,X24058440X,Mrs.,Aurelia213,,Bechtelar572,,Boehm581,M,white,hispanic,F,Sandwich  Massachusetts  US,686 Lindgren Wynd Suite 35,Northborough,Massachusetts,Worcester County,25027,01532,42.3324578024429,-71.68378490461114,162648.04,752896.06,190069
292eac8a-8e70-bfd9-a122-2b9d61400012,1954-04-14,,999-40-1850,S99920323,X47559461X,Mr.,Johnson679,Karl184,Sauer652,,,M,white,nonhispanic,M,Arlington  Massachusetts  US,262 Johnston Skyway Suite 40,Worcester,Massachusetts,Worcester County,25027,01610,42.23627283494536,-71.79050577365246,210055.78,98199.84,84286
fd7b1be9-f61a-09f8-ace1-d25494850467,1954-07-06,,999-40-7364,S99946178,X83201873X,Mr.,Walter473,,Mills423,,,D,white,nonhispanic,M,North Adams  Massachusetts  US,253 McLaughlin Flat Apt 51,Weymouth,Massachusetts,Norfolk County,25021,02188,42.12943967019786,-70.97314561005602,214884.95,142391.91,156047
bdf1ac8b-9978-2897-599c-cb2036601c39,1999-02-25,,999-32-7453,S99915875,X60222580X,Ms.,Gertude950,Loris321,Turner526,,,,white,nonhispanic,F,Fall River  Massachusetts  US,357 Ankunding Parade,Belmont,Massachusetts,Middlesex County,25017,02138,42.38847266287564,-71.17672909785168,90635.73,282581.67,67444
72fbd989-d013-d309-7cd7-8ed9ad3f51fd,2004-04-24,,999-47-4043,S99944667,X69113207X,Ms.,Cayla360,Celesta195,Corwin846,,,,white,hispanic,F,Dartmouth  Massachusetts  US,127 Maggio Fork Suite 96,Weymouth,Massachusetts,Norfolk County,25021,02191,42.23318973843997,-70.97164689729105,5144.43,113441.91,15732
0066bac4-439b-e64d-03e9-de8d915e64c3,1957-10-01,,999-71-9776,S99935695,X24647392X,Mrs.,Leana211,Shannan727,Runolfsdottir785,,Armstrong51,M,asian,nonhispanic,F,Chongqing  Chongqing Municipality  CN,343 Frami Vale Unit 21,Cambridge,Massachusetts,Middlesex County,25017,02139,42.379829900526985,-71.12639024008621,1035701.35,175211.34,119614
a8f8aa0c-1a33-ed6f-bdeb-2cf4130e49f5,1981-12-08,2026-03-23,999-11-7600,S99963859,X68889790X,Mr.,Lyle846,Rolando809,O'Kon634,,,S,white,nonhispanic,M,Shrewsbury  Massachusetts  US,1079 Heidenreich Frontage road Unit 72,Westborough,Massachusetts,Worcester County,25027,01581,42.27129733003971,-71.59742644374163,180510.15,58747.26,74676
9ee10bf2-b908-fbd6-884e-9e1624ef2d9c,2005-07-13,,999-54-7988,S99932981,X41567217X,Mr.,Rudolf736,Benjamin360,Kuhn96,,,,black,nonhispanic,M,Longmeadow  Massachusetts  US,590 Hahn Lock Unit 78,Fitchburg,Massachusetts,Worcester County,25027,01420,42.5800841527128,-71.7771055679473,56119.23,17061.98,84782
7d514062-cffa-33b9-fc2d-e748a361835d,1969-10-25,,999-84-3152,S99956868,X21365700X,Mrs.,William805,Iola859,Hammes673,,Mohr916,M,white,nonhispanic,F,Hingham  Massachusetts  US,946 Marquardt Highlands,Fall River,Massachusetts,Bristol County,25005,02720,41.58302427300121,-71.0443712415695,26408.20,1412791.37,20606
5dcf7b1d-04bd-21ca-cd60-838c3447fa49,1981-12-08,,999-51-5695,S99979213,X29365356X,Mr.,Isaias604,Harold594,Lueilwitz711,,,M,white,nonhispanic,M,Boston  Massachusetts  US,455 Schneider Neck Suite 26,Westborough,Massachusetts,Worcester County,25027,01581,42.220269460656795,-71.6504327677972,99548.14,0.00,74676
89464558-f80f-f3ff-5899-5ff7609924d0,1971-10-17,,999-24-8348,S99934321,X77462872X,Mr.,Donn979,Tod265,Lindgren255,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,269 Lemke Gateway Unit 95,Northampton,Massachusetts,Hampshire County,25015,01053,42.354293455448534,-72.67213842919558,78854.83,180318.21,68710
82d3997e-0f6a-e2c3-5630-2d1fce1e9e67,1977-08-17,,999-81-4902,S99983883,X63029015X,Mr.,Nicholas495,Silas208,Kuphal363,,,M,white,nonhispanic,M,Westfield  Massachusetts  US,678 Robel Mall,Boxborough,Massachusetts,Middlesex County,,00000,42.53096004589941,-71.53137474407421,120120.41,45423.93,48342
d6542f97-fc45-43ff-f994-0c44843e2ad2,2017-09-16,,999-19-2899,,,,Donte636,Claudio955,Gerhold939,,,,white,nonhispanic,M,Harwich  Massachusetts  US,328 Waters Heights,Lowell,Massachusetts,Middlesex County,25017,01850,42.674346392335636,-71.27824176309628,1791.41,18659.75,23882
